Date,RecordImputedFlag,Mercury_Retrograde_Degree_Colapsed,Mercury_Retrograde_Degree_Granular,Mercury_Retrograde_Degree_Description,FedReserveConference,FedReserveConference_Description,SP500_Open,SP500_High,SP500_Low,SP500_Close,SP500_AdjClose,SP500_Volume,SP500_HighLow_Delta,SP500_HighLow_Delta_Percent,SP500_OpenClose_Delta,SP500_OpenClose_Delta_Percent,SP500_DeltaPercent_Combined,VIX_Open,VIX_High,VIX_Low,VIX_Close,VIX_Adj Close,VIX_HighLow_Delta,VIX_HighLow_Delta_Percent,VIX_OpenClose_Delta,VIX_OpenClose_Delta_Percent,VIX_DeltaPErcent_Combined
5/17/2012,N,0,0,No Retrograde,0,No Conference,1324.819946,1326.359985,1304.859985,1304.859985,1304.859985,4664280000,21.5,1.647686361,0.019897,0.001501887,1.649188248,21.99,24.51,21.870001,24.49,24.49,2.639999,12.07132547,-0.28,-1.257296812,13.32862228
5/18/2012,N,0,0,No Retrograde,0,No Conference,1305.050049,1312.23999,1291.97998,1295.219971,1295.219971,4512470000,20.26001,1.568136528,0.190064,0.014565854,1.582702382,23.27,25.139999,23.07,25.1,25.1,2.069999,8.972687473,-1.22,-4.981625153,13.95431263
5/19/2012,Y,0,0,No Retrograde,0,No Conference,1300.390015,1314.315003,1293.85498,1305.604981,1305.604981,4149610000,20.4600225,1.581303619,0.3500365,0.02697105,1.608274668,24.0749995,25.009999,22.54,23.555,23.555,2.469999,11.00610521,-0.7200005,-2.929061581,13.93516679
5/20/2012,Y,0,0,No Retrograde,0,No Conference,1300.390015,1314.315003,1293.85498,1305.604981,1305.604981,4149610000,20.4600225,1.581303619,0.3500365,0.02697105,1.608274668,24.0749995,25.009999,22.54,23.555,23.555,2.469999,11.00610521,-0.7200005,-2.929061581,13.93516679
5/21/2012,N,0,0,No Retrograde,0,No Conference,1295.72998,1316.390015,1295.72998,1315.98999,1315.98999,3786750000,20.660035,1.594470709,0.510009,0.039376246,1.633846955,24.879999,24.879999,22.01,22.01,22.01,2.869999,13.03952294,-0.220001,-0.876498008,13.91602095
5/22/2012,N,0,0,No Retrograde,0,No Conference,1316.089966,1328.48999,1310.040039,1316.630005,1316.630005,4123680000,18.449951,1.408350161,0.099976,0.007597018,1.415947179,21.76,23.190001,19.98,22.48,22.48,3.210001,16.06607107,-0.25,-1.135847342,17.20191841
5/23/2012,N,0,0,No Retrograde,0,No Conference,1316.02002,1320.709961,1296.530029,1318.859985,1318.859985,4108330000,24.179932,1.86497277,-0.609985,-0.046329265,1.911302035,23.32,24.620001,21.99,22.33,22.33,2.630001,11.95998636,0.84,3.736654804,15.69664116
5/24/2012,N,0,0,No Retrograde,0,No Conference,1318.719971,1324.140015,1310.5,1320.680054,1320.680054,3937670000,13.640015,1.040825258,-0.140014,-0.01061629,1.051441547,22,23.219999,21.48,21.540001,21.540001,1.739999,8.100554004,-0.33,-1.477832512,9.578386516
5/25/2012,N,0,0,No Retrograde,0,No Conference,1320.810059,1324.199951,1314.22998,1317.819946,1317.819946,2872660000,9.969971,0.75861692,0.130005,0.009843792,0.768460712,22.049999,22.290001,21.299999,21.76,21.76,0.990002,4.647896932,0.509998,2.367678627,7.015575559
5/26/2012,Y,0,0,No Retrograde,0,No Conference,1319.855042,1329.565003,1316.565002,1325.119995,1325.119995,3157150000,13.0000005,0.987012976,0.6050415,0.045901622,1.032914597,21.875,22.38,21.1449995,21.3950005,21.3950005,1.2350005,5.849434412,0.2249995,1.045973964,7.171139075
5/27/2012,Y,0,0,No Retrograde,0,No Conference,1319.855042,1329.565003,1316.565002,1325.119995,1325.119995,3157150000,13.0000005,0.987012976,0.6050415,0.045901622,1.032914597,21.875,22.38,21.1449995,21.3950005,21.3950005,1.2350005,5.849434412,0.2249995,1.045973964,7.171139075
5/28/2012,Y,0,0,No Retrograde,0,No Conference,1319.855042,1329.565003,1316.565002,1325.119995,1325.119995,3157150000,13.0000005,0.987012976,0.6050415,0.045901622,1.032914597,21.875,22.38,21.1449995,21.3950005,21.3950005,1.2350005,5.849434412,0.2249995,1.045973964,7.171139075
5/29/2012,N,0,0,No Retrograde,0,No Conference,1318.900024,1334.930054,1318.900024,1332.420044,1332.420044,3441640000,16.03003,1.215409031,1.080078,0.081959452,1.297368482,21.700001,22.469999,20.99,21.030001,21.030001,1.479999,7.050971891,-0.059999,-0.275730699,7.32670259
5/30/2012,N,0,0,No Retrograde,0,No Conference,1331.25,1331.25,1310.76001,1313.319946,1313.319946,3534290000,20.48999,1.563214459,-1.170044,-0.087813449,1.651027908,22.68,24.139999,22.66,24.139999,24.139999,1.479999,6.531328332,1.649999,7.845929251,14.37725758
5/31/2012,N,0,0,No Retrograde,0,No Conference,1313.089966,1319.73999,1298.900024,1310.329956,1310.329956,4557620000,20.839966,1.604431874,-0.22998,-0.017511346,1.62194322,23.83,25.459999,22.780001,24.059999,24.059999,2.679998,11.76469659,-0.309999,-1.284171553,13.04886814
6/1/2012,N,0,0,No Retrograde,0,No Conference,1309.869995,1309.869995,1277.25,1278.040039,1278.040039,4669350000,32.619995,2.553924056,-0.459961,-0.035102685,2.589026741,25.870001,26.709999,23.940001,26.66,26.66,2.769998,11.57058431,1.810002,7.522868143,19.09345246
6/2/2012,Y,0,0,No Retrograde,0,No Conference,1294.080017,1296.210022,1271.994995,1278.110047,1278.110047,4340655000,24.215027,1.90100718,-0.1049805,-0.007770741,1.928339124,26.1100005,27.2199995,24.83,26.3900005,26.3900005,2.3899995,9.69275926,0.750001,3.180038723,14.03558868
6/3/2012,Y,0,0,No Retrograde,0,No Conference,1294.080017,1296.210022,1271.994995,1278.110047,1278.110047,4340655000,24.215027,1.90100718,-0.1049805,-0.007770741,1.928339124,26.1100005,27.2199995,24.83,26.3900005,26.3900005,2.3899995,9.69275926,0.750001,3.180038723,14.03558868
6/4/2012,N,0,0,No Retrograde,0,No Conference,1278.290039,1282.550049,1266.73999,1278.180054,1278.180054,4011960000,15.810059,1.248090305,0.25,0.019561202,1.267651507,26.35,27.73,25.719999,26.120001,26.120001,2.010001,7.814934207,-0.31,-1.162790698,8.977724905
6/5/2012,N,0,0,No Retrograde,0,No Conference,1277.819946,1287.619995,1274.160034,1285.5,1285.5,3403230000,13.459961,1.056379155,-0.360108,-0.028173496,1.08455265,25.9,25.9,24.5,24.68,24.68,1.4,5.714285714,-0.220001,-0.842270259,6.556555973
6/6/2012,N,0,0,No Retrograde,0,No Conference,1285.609985,1315.130005,1285.609985,1315.130005,1315.130005,4268360000,29.52002,2.296187829,0.109985,0.008555815,2.304743644,23.76,23.889999,21.799999,22.16,22.16,2.09,9.587156403,-0.92,-3.727714749,13.31487115
6/7/2012,N,0,0,No Retrograde,0,No Conference,1316.150024,1329.050049,1312.680054,1314.98999,1314.98999,4258140000,16.369995,1.247066637,1.020019,0.077560317,1.324626954,21,22.48,20.74,21.719999,21.719999,1.74,8.389585342,-1.16,-5.23465704,13.62424238
6/8/2012,N,0,0,No Retrograde,0,No Conference,1314.98999,1325.810059,1307.77002,1325.660034,1325.660034,3497190000,18.040039,1.379450417,0,0,1.379450417,22.540001,23.1,20.290001,21.23,21.23,2.809999,13.84918118,0.820002,3.775331666,17.62451285
6/9/2012,Y,0,0,No Retrograde,0,No Conference,1320.354981,1330.66504,1307.75,1317.295044,1317.295044,3517360000,22.9150395,1.752254952,0.0299685,0.002260647,1.7545156,21.205001,23.3299995,19.96,22.3949995,22.3949995,3.3699995,16.93477959,-0.2699985,-1.315346414,22.02545767
6/10/2012,Y,0,0,No Retrograde,0,No Conference,1320.354981,1330.66504,1307.75,1317.295044,1317.295044,3517360000,22.9150395,1.752254952,0.0299685,0.002260647,1.7545156,21.205001,23.3299995,19.96,22.3949995,22.3949995,3.3699995,16.93477959,-0.2699985,-1.315346414,22.02545767
6/11/2012,N,0,0,No Retrograde,0,No Conference,1325.719971,1335.52002,1307.72998,1308.930054,1308.930054,3537530000,27.79004,2.125059487,0.059937,0.004521295,2.129580782,19.870001,23.559999,19.629999,23.559999,23.559999,3.93,20.02037799,-1.359999,-6.406024494,26.42640249
6/12/2012,N,0,0,No Retrograde,0,No Conference,1309.400024,1324.310059,1306.619995,1324.180054,1324.180054,3442920000,17.690064,1.353879787,0.46997,0.035904898,1.389784685,23.15,23.9,22.09,22.09,22.09,1.81,8.193752829,-0.409999,-1.74023352,9.93398635
6/13/2012,N,0,0,No Retrograde,0,No Conference,1324.02002,1327.280029,1310.51001,1314.880005,1314.880005,3506510000,16.770019,1.279655926,-0.160034,-0.012085517,1.291741442,22.93,24.93,22.66,24.27,24.27,2.27,10.01765225,0.84,3.802625622,13.82027787
6/14/2012,N,0,0,No Retrograde,0,No Conference,1314.880005,1333.680054,1314.140015,1329.099976,1329.099976,3687720000,19.540039,1.486906934,0,0,1.486906934,24.190001,24.809999,21.549999,21.68,21.68,3.26,15.12761091,-0.079999,-0.329620931,15.45723184
6/15/2012,N,0,0,No Retrograde,0,No Conference,1329.189941,1343.319946,1329.189941,1342.839966,1342.839966,4401570000,14.130005,1.063053862,0.089965,0.006768866,1.069822728,22.469999,23.09,20.610001,21.110001,21.110001,2.479999,12.03298826,0.789999,3.643906827,15.67689508
6/16/2012,Y,0,0,No Retrograde,0,No Conference,1335.804993,1345.769959,1331.824951,1343.809998,1343.809998,3830500000,13.9450075,1.047091669,-0.1649785,-0.01225116,1.066111696,22.1149995,22.535,19.4250005,19.7150005,19.7150005,3.1099995,16.26868711,0.719999,3.361505685,19.6301928
6/17/2012,Y,0,0,No Retrograde,0,No Conference,1335.804993,1345.769959,1331.824951,1343.809998,1343.809998,3830500000,13.9450075,1.047091669,-0.1649785,-0.01225116,1.066111696,22.1149995,22.535,19.4250005,19.7150005,19.7150005,3.1099995,16.26868711,0.719999,3.361505685,19.6301928
6/18/2012,N,0,0,No Retrograde,0,No Conference,1342.420044,1348.219971,1334.459961,1344.780029,1344.780029,3259430000,13.76001,1.031129476,-0.419922,-0.031271187,1.062400663,21.76,21.98,18.24,18.32,18.32,3.74,20.50438596,0.649999,3.079104544,23.58349051
6/19/2012,N,0,0,No Retrograde,0,No Conference,1344.829956,1363.459961,1344.829956,1357.97998,1357.97998,3815350000,18.630005,1.385305623,0.049927,0.003712652,1.389018275,17.66,18.620001,17.360001,18.379999,18.379999,1.26,7.258064098,-0.66,-3.602620087,10.86068419
6/20/2012,N,0,0,No Retrograde,2,Scheduled Summary Conference,1358.040039,1361.569946,1346.449951,1355.689941,1355.689941,3695700000,15.119995,1.12295262,0.060059,0.004422672,1.127375292,17.959999,20.049999,17.09,17.24,17.24,2.959999,17.32006437,-0.42,-2.285092616,19.60515698
6/21/2012,N,0,0,No Retrograde,0,No Conference,1355.430054,1358.27002,1324.410034,1325.51001,1325.51001,4094470000,33.859986,2.55660899,-0.259887,-0.019170091,2.575779082,16.889999,20.48,16.77,20.08,20.08,3.71,22.1228384,-0.350001,-2.030168213,24.15300662
6/22/2012,N,0,0,No Retrograde,0,No Conference,1325.920044,1337.819946,1325.920044,1335.02002,1335.02002,5271490000,11.899902,0.897482624,0.410034,0.030934055,0.928416679,18.65,19.370001,17.9,18.110001,18.110001,1.470001,8.212296089,-1.43,-7.121513944,15.33381003
6/23/2012,Y,0,0,No Retrograde,0,No Conference,1330.410034,1336.359985,1317.595032,1324.369996,1324.369996,4386655000,18.764953,1.427531157,0.145019,0.010972863,1.447492349,19.5599995,20.365001,18.8949995,19.245,19.245,1.4700015,7.801477542,0.464999,2.954974308,17.87796579
6/24/2012,Y,0,0,No Retrograde,0,No Conference,1330.410034,1336.359985,1317.595032,1324.369996,1324.369996,4386655000,18.764953,1.427531157,0.145019,0.010972863,1.447492349,19.5599995,20.365001,18.8949995,19.245,19.245,1.4700015,7.801477542,0.464999,2.954974308,17.87796579
6/25/2012,N,0,0,No Retrograde,0,No Conference,1334.900024,1334.900024,1309.27002,1313.719971,1313.719971,3501820000,25.630004,1.95757969,-0.119996,-0.00898833,1.96656802,20.469999,21.360001,19.889999,20.379999,20.379999,1.470002,7.390658994,2.359998,13.03146256,20.42212155
6/26/2012,N,0,0,No Retrograde,0,No Conference,1314.089966,1324.23999,1310.300049,1319.98999,1319.98999,3412940000,13.939941,1.063873959,0.369995,0.028163917,1.092037875,20.01,20.57,19.42,19.719999,19.719999,1.15,5.921730175,-0.369999,-1.81550058,7.737230755
6/27/2012,N,1,2,Preshadow ,0,No Conference,1320.709961,1334.400024,1320.709961,1331.849976,1331.849976,3286910000,13.690063,1.036568467,0.719971,0.054543671,1.091112138,19.549999,20.120001,19.379999,19.450001,19.450001,0.740002,3.81837997,-0.17,-0.862069009,4.680448979
6/28/2012,N,1,2,Preshadow ,0,No Conference,1331.52002,1331.52002,1313.290039,1329.040039,1329.040039,3969370000,18.229981,1.388115379,-0.329956,-0.024774262,1.412889641,20.33,21.190001,19.6,19.709999,19.709999,1.590001,8.11225,0.879999,4.52441622,12.63666622
6/29/2012,N,1,2,Preshadow ,0,No Conference,1330.119995,1362.170044,1330.119995,1362.160034,1362.160034,4590480000,32.050049,2.409560725,1.079956,0.08125835,2.490819075,17.52,19.709999,16.870001,17.08,17.08,2.839998,16.83460481,-2.189999,-11.1111066,27.94571141
6/30/2012,Y,1,2,Preshadow ,0,No Conference,1346.224976,1364.26001,1342.909973,1363.835022,1363.835022,3946065000,21.350037,1.597567314,0.624939,0.046866401,1.644433714,17.5700005,18.95,16.7650005,16.9399995,16.9399995,2.1849995,13.00914214,-0.824999,-3.97475412,20.14549462
7/1/2012,Y,1,2,Preshadow ,0,No Conference,1346.224976,1364.26001,1342.909973,1363.835022,1363.835022,3946065000,21.350037,1.597567314,0.624939,0.046866401,1.644433714,17.5700005,18.95,16.7650005,16.9399995,16.9399995,2.1849995,13.00914214,-0.824999,-3.97475412,20.14549462
7/2/2012,N,1,2,Preshadow ,0,No Conference,1362.329956,1366.349976,1355.699951,1365.51001,1365.51001,3301650000,10.650025,0.785573902,0.169922,0.012474452,0.798048354,17.620001,18.190001,16.66,16.799999,16.799999,1.530001,9.183679472,0.540001,3.161598361,12.34527783
7/3/2012,N,1,2,Preshadow ,0,No Conference,1365.75,1374.810059,1363.530029,1374.02002,1374.02002,2116390000,11.28003,0.827266709,0.23999,0.017575118,0.844841828,16.67,16.92,16.27,16.66,16.66,0.65,3.995082975,-0.129999,-0.773803617,4.768886592
7/4/2012,Y,1,2,Preshadow ,0,No Conference,1369.734986,1374.330018,1363.275025,1370.799988,1370.799988,2578955000,11.054993,0.810911305,-0.0300295,-0.002131095,0.830617519,17.1400005,17.5699995,16.725,17.08,17.08,0.8449995,5.024313897,0.410001,2.464241649,8.262359163
7/5/2012,N,1,2,Preshadow ,0,No Conference,1373.719971,1373.849976,1363.02002,1367.579956,1367.579956,3041520000,10.829956,0.794555901,-0.300049,-0.021837309,0.81639321,17.610001,18.219999,17.18,17.5,17.5,1.039999,6.05354482,0.950001,5.702286915,11.75583173
7/6/2012,N,1,2,Preshadow ,0,No Conference,1367.089966,1367.089966,1348.030029,1354.680054,1354.680054,2745140000,19.059937,1.413910417,-0.48999,-0.035828984,1.4497394,18.200001,18.25,16.950001,17.1,17.1,1.299999,7.669610167,0.700001,4.000005714,11.66961588
7/7/2012,Y,1,2,Preshadow ,0,No Conference,1360.875,1360.979981,1347.340027,1353.570008,1353.570008,2825000000,13.639954,1.012155923,-0.255005,-0.018653412,1.030809335,18.1850005,18.285,17.3400005,17.54,17.54,0.9449995,5.498651671,0.8850005,5.128657828,10.6273095
7/8/2012,Y,1,2,Preshadow ,0,No Conference,1360.875,1360.979981,1347.340027,1353.570008,1353.570008,2825000000,13.639954,1.012155923,-0.255005,-0.018653412,1.030809335,18.1850005,18.285,17.3400005,17.54,17.54,0.9449995,5.498651671,0.8850005,5.128657828,10.6273095
7/9/2012,N,1,2,Preshadow ,0,No Conference,1354.660034,1354.869995,1346.650024,1352.459961,1352.459961,2904860000,8.219971,0.61040143,-0.02002,-0.00147784,0.611879269,18.17,18.32,17.73,17.98,17.98,0.59,3.327693175,1.07,6.257309942,9.585003117
7/10/2012,N,2,4,Preshadow Intensified,0,No Conference,1352.959961,1361.540039,1336.27002,1341.469971,1341.469971,3470600000,25.270019,1.891086279,0.5,0.036969671,1.92805595,17.51,19.190001,17.290001,18.719999,18.719999,1.9,10.98901035,-0.47,-2.614015573,13.60302593
7/11/2012,N,2,4,Preshadow Intensified,0,No Conference,1341.400024,1345,1333.25,1341.449951,1341.449951,3426290000,11.75,0.881305082,-0.069947,-0.005214205,0.886519287,17.98,19.17,17.84,17.950001,17.950001,1.33,7.455156951,-0.739999,-3.952986322,11.40814327
7/12/2012,N,2,4,Preshadow Intensified,0,No Conference,1341.290039,1341.290039,1325.410034,1334.76001,1334.76001,3654440000,15.880005,1.198120174,-0.159912,-0.011920832,1.210041006,18.82,19.51,17.75,18.33,18.33,1.76,9.915492958,0.869999,4.846790816,14.76228377
7/13/2012,N,2,4,Preshadow Intensified,0,No Conference,1334.810059,1357.699951,1334.810059,1356.780029,1356.780029,3212930000,22.889892,1.714842636,0.050049,0.003749663,1.718592299,17.780001,17.82,16.360001,16.74,16.74,1.459999,8.924198721,-0.549999,-3.000540098,11.92473882
7/14/2012,Y,3,6,Retrograde Station,0,No Conference,1345.65503,1357.479981,1341.660035,1355.210022,1355.210022,3037825000,15.819946,1.181853467,-0.11499,-0.008444785,1.194047915,17.545,17.57,16.41,16.9250005,16.9250005,1.16,7.074496239,0.01,0.202235925,10.27727226
7/15/2012,Y,3,6,Retrograde Station,0,No Conference,1345.65503,1357.479981,1341.660035,1355.210022,1355.210022,3037825000,15.819946,1.181853467,-0.11499,-0.008444785,1.194047915,17.545,17.57,16.41,16.9250005,16.9250005,1.16,7.074496239,0.01,0.202235925,10.27727226
7/16/2012,N,4,7,Retrograde Intensified ,0,No Conference,1356.5,1357.26001,1348.51001,1353.640015,1353.640015,2862720000,8.75,0.648864297,-0.280029,-0.020639234,0.669503531,17.309999,17.32,16.459999,17.110001,17.110001,0.860001,5.224793756,0.569999,3.405011947,8.629805703
7/17/2012,N,4,7,Retrograde Intensified ,0,No Conference,1353.680054,1365.359985,1345.069946,1363.670044,1363.670044,3566680000,20.290039,1.508474638,0.040039,0.002957877,1.511432515,16.719999,17.459999,16.09,16.48,16.48,1.369999,8.51459913,-0.390002,-2.279380346,10.79397948
7/18/2012,N,4,7,Retrograde Intensified ,0,No Conference,1363.579956,1375.26001,1358.959961,1372.780029,1372.780029,3642630000,16.300049,1.199450276,-0.090088,-0.00660629,1.206056566,16.809999,16.809999,15.69,16.16,16.16,1.119999,7.138298279,0.329999,2.002421117,9.140719396
7/19/2012,N,4,7,Retrograde Intensified ,0,No Conference,1373.01001,1380.390015,1371.209961,1376.51001,1376.51001,4043360000,9.180054,0.669485656,0.229981,0.016752939,0.686238595,16.059999,16.700001,15.45,15.45,15.45,1.250001,8.090621359,-0.100001,-0.618818069,8.709439429
7/20/2012,N,4,7,Retrograde Intensified ,0,No Conference,1376.51001,1376.51001,1362.189941,1362.660034,1362.660034,3925020000,14.320069,1.051253468,0,0,1.051253468,16.65,17.049999,15.97,16.27,16.27,1.079999,6.762673763,1.2,7.766990291,14.52966405
7/21/2012,Y,5,8,Retrograde,0,No Conference,1369.424988,1369.424988,1349.875,1356.590027,1356.590027,3821100000,19.549988,1.451936803,-0.160034,-0.011744235,1.463681038,18.53,18.7699995,17.155,17.4450005,17.4450005,1.6149995,9.242841789,2.67,16.60629785,25.84913964
7/22/2012,Y,5,8,Retrograde,0,No Conference,1369.424988,1369.424988,1349.875,1356.590027,1356.590027,3821100000,19.549988,1.451936803,-0.160034,-0.011744235,1.463681038,18.53,18.7699995,17.155,17.4450005,17.4450005,1.6149995,9.242841789,2.67,16.60629785,25.84913964
7/23/2012,N,5,8,Retrograde,0,No Conference,1362.339966,1362.339966,1337.560059,1350.52002,1350.52002,3717180000,24.779907,1.852620137,-0.320068,-0.02348847,1.876108608,20.41,20.49,18.34,18.620001,18.620001,2.15,11.72300981,4.14,25.44560541,37.16861522
7/24/2012,N,5,8,Retrograde,0,No Conference,1350.52002,1351.530029,1329.23999,1338.310059,1338.310059,3891290000,22.290039,1.676901024,0,0,1.676901024,18.379999,21,18.370001,20.469999,20.469999,2.629999,14.31681468,-0.240002,-1.288947299,15.60576198
7/25/2012,N,5,8,Retrograde,0,No Conference,1338.349976,1343.97998,1331.5,1337.890015,1337.890015,3719170000,12.47998,0.93728727,0.039917,0.002982642,0.940269912,19.790001,20.67,18.99,19.34,19.34,1.68,8.846761453,-0.679998,-3.32192493,12.16868638
7/26/2012,N,5,8,Retrograde,0,No Conference,1338.170044,1363.130005,1338.170044,1360.02002,1360.02002,4429300000,24.959961,1.865230888,0.280029,0.020930644,1.886161533,17.68,18.469999,17.07,17.530001,17.530001,1.399999,8.201517282,-1.66,-8.583247156,16.78476444
7/27/2012,N,5,8,Retrograde,0,No Conference,1360.050049,1389.189941,1360.050049,1385.969971,1385.969971,4399010000,29.139892,2.14256027,0.030029,0.002207982,2.144768252,17.110001,17.299999,16.52,16.700001,16.700001,0.779999,4.721543584,-0.42,-2.395892619,7.117436202
7/28/2012,Y,5,8,Retrograde,0,No Conference,1372.994995,1390.464966,1370.710022,1385.63501,1385.63501,3805535000,19.7549435,1.446631961,-5.00E-07,2.06E-05,1.448819309,17.33,17.6899995,16.875,17.365001,17.365001,0.8149995,4.827399766,0.214999,1.34695773,8.570250115
7/29/2012,Y,5,8,Retrograde,0,No Conference,1372.994995,1390.464966,1370.710022,1385.63501,1385.63501,3805535000,19.7549435,1.446631961,-5.00E-07,2.06E-05,1.448819309,17.33,17.6899995,16.875,17.365001,17.365001,0.8149995,4.827399766,0.214999,1.34695773,8.570250115
7/30/2012,N,5,8,Retrograde,0,No Conference,1385.939941,1391.73999,1381.369995,1385.300049,1385.300049,3212060000,10.369995,0.750703652,-0.03003,-0.002166714,0.752870366,17.549999,18.08,17.23,18.030001,18.030001,0.85,4.933255949,0.849998,5.089808078,10.02306403
7/31/2012,N,5,8,Retrograde,0,No Conference,1385.27002,1387.160034,1379.170044,1379.319946,1379.319946,3821570000,7.98999,0.579333204,-0.030029,-0.002167689,0.581500893,18.4,19.09,18.26,18.93,18.93,0.83,4.545454545,0.369999,2.05212967,6.597584215
8/1/2012,N,5,8,Retrograde,1,Scheduled Non-Summary Conference,1379.319946,1385.030029,1373.349976,1375.319946,1375.319946,4440920000,11.680053,0.85047899,0,0,0.85047899,18.799999,19.18,18.200001,18.959999,18.959999,0.979999,5.384609594,-0.130001,-0.686745906,6.0713555
8/2/2012,N,5,8,Retrograde,0,No Conference,1375.130005,1375.130005,1354.650024,1365,1365,4193740000,20.479981,1.511828195,-0.189941,-0.013810677,1.525638872,19.049999,19.25,17.559999,17.57,17.57,1.690001,9.624152029,0.09,0.474683569,10.0988356
8/3/2012,N,4,7,Retrograde Intensified ,0,No Conference,1365.449951,1394.160034,1365.449951,1390.98999,1390.98999,3751170000,28.710083,2.102609691,0.449951,0.032963443,2.135573135,16.049999,16.450001,15.64,15.64,15.64,0.810001,5.179034527,-1.520001,-8.651115538,13.83015006
8/4/2012,Y,4,7,Retrograde Intensified ,0,No Conference,1378.244995,1396.89502,1378.244995,1392.609985,1392.609985,3436610000,18.6500245,1.360065405,0.25,0.018280764,1.378346169,15.9499995,16.3600005,15.73,15.795,15.795,0.6300005,4.011767579,-0.6550005,-3.65420227,9.008680847
8/5/2012,Y,4,7,Retrograde Intensified ,0,No Conference,1378.244995,1396.89502,1378.244995,1392.609985,1392.609985,3436610000,18.6500245,1.360065405,0.25,0.018280764,1.378346169,15.9499995,16.3600005,15.73,15.795,15.795,0.6300005,4.011767579,-0.6550005,-3.65420227,9.008680847
8/6/2012,N,4,7,Retrograde Intensified ,0,No Conference,1391.040039,1399.630005,1391.040039,1394.22998,1394.22998,3122050000,8.589966,0.617521118,0.050049,0.003598085,0.621119203,15.85,16.27,15.82,15.95,15.95,0.45,2.844500632,0.21,1.342710997,4.18721163
8/7/2012,N,3,5,Direct Station,0,No Conference,1394.459961,1407.140015,1394.459961,1401.349976,1401.349976,3682490000,12.680054,0.909316463,0.229981,0.016495198,0.925811662,15.55,16.030001,15.48,15.99,15.99,0.550001,3.552978036,-0.4,-2.507836991,6.060815027
8/8/2012,N,3,5,Direct Station,0,No Conference,1401.22998,1404.140015,1396.130005,1402.219971,1402.219971,3221790000,8.01001,0.573729522,-0.119996,-0.008562886,0.582292408,16.459999,16.469999,15.27,15.32,15.32,1.199999,7.85853962,0.469999,2.939330832,10.79787045
8/9/2012,N,2,3,Postshadow Intensified,0,No Conference,1402.26001,1405.949951,1398.800049,1402.800049,1402.800049,3119610000,7.149902,0.511145392,0.040039,0.002855401,0.514000793,15.39,15.67,15.28,15.28,15.28,0.39,2.552356021,0.07,0.45691906,3.009275081
8/10/2012,N,2,3,Postshadow Intensified,0,No Conference,1402.579956,1405.97998,1395.619995,1405.869995,1405.869995,2767980000,10.359985,0.742321337,-0.220093,-0.015689549,0.758010885,15.34,15.5,14.73,14.74,14.74,0.77,5.22742702,0.06,0.392670157,5.620097177
8/11/2012,Y,2,3,Postshadow Intensified,0,No Conference,1404.224976,1405.924988,1396.469971,1404.98999,1404.98999,2633985000,9.455017,0.677105238,-0.1100465,-0.007844774,0.684950013,14.715,15.085,14.2,14.22,14.22,0.885,6.271357987,-0.295,-2.008549589,8.672577733
8/12/2012,Y,2,3,Postshadow Intensified,0,No Conference,1404.224976,1405.924988,1396.469971,1404.98999,1404.98999,2633985000,9.455017,0.677105238,-0.1100465,-0.007844774,0.684950013,14.715,15.085,14.2,14.22,14.22,0.885,6.271357987,-0.295,-2.008549589,8.672577733
8/13/2012,N,1,1,Postshadow,0,No Conference,1405.869995,1405.869995,1397.319946,1404.109985,1404.109985,2499990000,8.550049,0.61188914,0,0,0.61188914,14.09,14.67,13.67,13.7,13.7,1,7.315288954,-0.65,-4.409769335,11.72505829
8/14/2012,N,1,1,Postshadow,0,No Conference,1404.359985,1410.030029,1400.599976,1403.930054,1403.930054,2930900000,9.430053,0.673286674,0.25,0.017804873,0.691091547,13.91,15.06,13.91,14.85,14.85,1.15,8.267433501,0.21,1.532846715,9.800280216
8/15/2012,N,1,1,Postshadow,0,No Conference,1403.890015,1407.72998,1401.829956,1405.530029,1405.530029,2655750000,5.900024,0.420880148,-0.040039,-0.002851923,0.423732071,14.82,14.98,14.36,14.63,14.63,0.62,4.317548747,-0.03,-0.202020202,4.519568949
8/16/2012,N,1,1,Postshadow,0,No Conference,1405.569946,1417.439941,1404.150024,1415.51001,1415.51001,3114100000,13.289917,0.94647415,0.039917,0.002839996,0.949314146,14.88,15.15,14.28,14.29,14.29,0.87,6.092436975,0.25,1.708817498,7.801254473
8/17/2012,N,1,1,Postshadow,0,No Conference,1415.839966,1418.709961,1414.670044,1418.160034,1418.160034,2922990000,4.039917,0.285573093,0.329956,0.023310044,0.308883137,14.23,14.3,13.3,13.45,13.45,1,7.518796992,-0.06,-0.419874038,7.93867103
8/18/2012,Y,1,1,Postshadow,0,No Conference,1416.844971,1418.419983,1413.39502,1418.14502,1418.14502,2844655000,5.0249635,0.355587513,0.009949,0.000723322,0.378174235,14.17,14.54,13.34,13.735,13.735,1.2,8.991087584,0.3,2.24359458,11.6545562
8/19/2012,Y,1,1,Postshadow,0,No Conference,1416.844971,1418.419983,1413.39502,1418.14502,1418.14502,2844655000,5.0249635,0.355587513,0.009949,0.000723322,0.378174235,14.17,14.54,13.34,13.735,13.735,1.2,8.991087584,0.3,2.24359458,11.6545562
